0;0;
1;19.2982;
2;20.5514;
3;21.0526;
4;21.0526;
5;21.0526;
6;21.0526;
7;21.0526;
8;21.0526;
9;21.5539;
10;20.802;
11;21.0526;
12;21.0526;
13;21.8045;
14;20.3008;
15;22.807;
16;21.3033;
17;22.0551;
18;24.3108;
19;23.8095;
20;22.3058;
21;21.8045;
22;24.812;
23;22.5564;
24;24.812;
25;22.5564;
26;23.0576;
27;21.8045;
28;22.807;
29;23.3083;
30;24.5614;
31;22.5564;
32;24.0602;
33;24.0602;
34;23.8095;
35;23.5589;
36;23.3083;
37;24.0602;
38;23.5589;
39;24.5614;
40;24.3108;
41;24.5614;
42;24.812;
43;24.812;
44;25.3133;
45;24.3108;
46;24.3108;
47;23.8095;
48;22.5564;
49;23.8095;
50;24.0602;
51;25.3133;
52;24.5614;
53;23.8095;
54;24.812;
55;25.3133;
56;24.5614;
57;23.0576;
58;22.807;
59;24.3108;
60;23.5589;
61;23.0576;
62;23.3083;
63;23.3083;
64;22.5564;
65;24.812;
66;23.8095;
67;24.5614;
68;23.5589;
69;24.3108;
70;24.812;
71;24.5614;
72;24.5614;
73;24.5614;
74;25.0627;
75;24.5614;
76;25.3133;
77;24.3108;
78;26.0652;
79;25.0627;
80;26.3158;
81;25.0627;
82;24.5614;
83;26.0652;
84;25.3133;
85;26.3158;
86;25.3133;
87;25.8145;
88;26.0652;
89;25.5639;
90;26.0652;
91;25.8145;
92;26.5664;
93;26.3158;
94;26.0652;
95;26.817;
96;25.8145;
97;26.817;
98;27.5689;
99;26.0652;
100;26.5664;
101;28.3208;
102;28.5714;
103;28.3208;
104;27.3183;
105;26.3158;
106;28.0702;
107;28.8221;
108;28.0702;
109;28.8221;
110;29.0727;
111;29.0727;
112;29.0727;
113;29.3233;
114;30.0752;
115;27.8195;
116;28.8221;
117;29.3233;
118;28.5714;
119;27.8195;
120;28.0702;
121;29.8246;
122;29.0727;
123;28.0702;
124;27.5689;
125;30.0752;
126;29.3233;
127;28.3208;
128;30.0752;
129;30.5764;
130;28.5714;
131;29.0727;
132;30.5764;
133;29.0727;
134;29.5739;
135;27.8195;
136;29.8246;
137;28.0702;
138;28.5714;
139;29.3233;
140;30.0752;
141;29.8246;
142;29.3233;
143;29.3233;
144;27.3183;
145;28.5714;
146;28.3208;
147;27.8195;
148;28.3208;
149;28.5714;
150;28.5714;
151;27.8195;
152;29.3233;
153;28.0702;
154;28.0702;
155;27.8195;
156;29.0727;
157;28.8221;
158;28.0702;
159;29.5739;
160;28.0702;
161;29.0727;
162;28.3208;
163;30.8271;
164;29.0727;
165;27.5689;
166;28.0702;
167;28.3208;
168;29.0727;
169;29.0727;
170;28.8221;
171;29.3233;
172;28.5714;
173;29.5739;
174;30.3258;
175;29.3233;
176;30.0752;
177;27.8195;
178;30.3258;
179;29.5739;
180;30.3258;
181;28.5714;
182;29.3233;
183;28.0702;
184;30.3258;
185;30.5764;
186;29.5739;
187;30.5764;
188;28.8221;
189;30.5764;
190;29.8246;
191;30.0752;
192;30.3258;
193;28.3208;
194;29.5739;
195;30.3258;
196;30.5764;
