0;0;
10;17.7945;
20;17.7945;
30;17.7945;
40;17.7945;
50;17.7945;
60;17.7945;
70;18.0451;
80;18.0451;
90;18.0451;
100;18.0451;
110;18.0451;
120;20.0501;
130;21.5539;
140;22.5564;
150;22.5564;
160;22.3058;
170;22.807;
180;22.0551;
190;22.807;
200;22.5564;
210;22.807;
220;24.0602;
230;23.8095;
240;23.3083;
250;23.5589;
260;24.5614;
270;23.3083;
280;23.5589;
290;23.8095;
300;23.8095;
310;24.5614;
320;23.8095;
330;25.3133;
340;24.812;
350;25.0627;
360;24.812;
370;25.3133;
380;24.812;
390;25.5639;
400;24.5614;
410;25.3133;
420;24.3108;
430;25.5639;
440;25.8145;
450;24.3108;
460;26.5664;
470;25.3133;
480;26.0652;
490;25.8145;
500;26.817;
510;26.817;
520;27.0677;
530;27.3183;
540;27.0677;
550;26.817;
560;28.3208;
570;26.3158;
580;25.8145;
590;28.0702;
600;27.0677;
610;27.5689;
620;26.5664;
630;30.0752;
640;29.3233;
650;30.0752;
660;29.3233;
670;29.3233;
680;29.3233;
690;29.5739;
700;28.0702;
710;29.0727;
720;29.5739;
730;29.0727;
740;29.5739;
750;27.3183;
760;28.0702;
770;29.5739;
780;29.8246;
790;30.3258;
800;31.5789;
810;31.0777;
820;31.8296;
830;27.8195;
840;28.0702;
850;28.3208;
860;28.5714;
870;29.0727;
880;29.5739;
890;29.5739;
900;28.3208;
910;30.3258;
920;28.3208;
930;30.3258;
940;29.3233;
950;28.0702;
960;25.8145;
970;26.817;
980;27.8195;
990;28.8221;
1000;28.8221;
1010;27.8195;
1020;29.0727;
1030;28.5714;
1040;30.0752;
1050;29.0727;
1060;28.8221;
1070;30.0752;
1080;29.5739;
1090;28.8221;
1100;32.0802;
1110;29.0727;
1120;30.5764;
1130;30.8271;
1140;31.5789;
1150;31.5789;
1160;29.3233;
1170;29.5739;
1180;31.8296;
1190;32.0802;
1200;33.0827;
1210;31.3283;
1220;31.0777;
1230;31.5789;
1240;30.5764;
1250;31.0777;
1260;30.8271;
1270;30.3258;
1280;30.5764;
1290;31.0777;
1300;32.0802;
1310;31.0777;
1320;30.3258;
1330;30.3258;
1340;30.5764;
1350;30.5764;
1360;32.0802;
1370;32.5815;
1380;31.5789;
1390;31.0777;
1400;31.5789;
1410;31.5789;
1420;32.0802;
1430;31.0777;
1440;31.3283;
1450;32.0802;
1460;32.0802;
1470;32.5815;
1480;32.3308;
1490;32.0802;
1500;31.8296;
1510;31.3283;
1520;32.0802;
1530;31.5789;
1540;32.5815;
1550;32.3308;
1560;31.5789;
1570;31.0777;
1580;31.3283;
1590;31.8296;
1600;31.3283;
1610;32.8321;
1620;31.8296;
1630;31.3283;
1640;30.8271;
1650;33.584;
1660;31.8296;
1670;31.3283;
1680;33.0827;
1690;34.3358;
1700;30.5764;
1710;33.0827;
1720;32.3308;
1730;31.5789;
1740;32.5815;
1750;33.3333;
1760;33.0827;
1770;33.584;
1780;31.3283;
1790;33.584;
1800;32.0802;
1810;32.5815;
1820;33.0827;
1830;33.8346;
1840;32.5815;
1850;33.0827;
1860;32.5815;
1870;32.8321;
1880;32.3308;
1890;32.5815;
1900;33.584;
1910;32.8321;
1920;33.0827;
1930;33.3333;
1940;32.8321;
1950;33.8346;
1960;31.5789;
1970;33.3333;
1980;31.3283;
1990;33.3333;
2000;32.0802;
2010;32.5815;
2020;31.3283;
2030;33.0827;
2040;32.8321;
2050;32.5815;
2060;33.0827;
2070;32.3308;
2080;32.3308;
2090;32.5815;
2100;33.3333;
2110;32.3308;
2120;32.3308;
2130;32.3308;
2140;32.0802;
2150;32.5815;
2160;32.5815;
2170;32.8321;
2180;32.3308;
2190;31.3283;
2200;32.5815;
2210;33.3333;
2220;32.3308;
2230;32.0802;
2240;32.3308;
2250;32.3308;
2260;32.3308;
2270;31.5789;
2280;33.3333;
2290;33.3333;
2300;33.3333;
2310;32.8321;
2320;32.5815;
2330;33.3333;
2340;32.0802;
2350;32.3308;
2360;33.0827;
2370;31.5789;
2380;31.3283;
2390;31.5789;
2400;33.584;
2410;32.0802;
2420;31.3283;
2430;31.8296;
2440;31.5789;
2450;33.0827;
2460;32.0802;
2470;31.0777;
2480;30.8271;
2490;31.8296;
2500;31.8296;
2510;32.3308;
2520;33.3333;
2530;33.3333;
2540;31.8296;
2550;31.3283;
2560;31.8296;
2570;31.8296;
2580;31.8296;
2590;31.3283;
2600;32.0802;
2610;31.3283;
2620;30.0752;
2630;31.3283;
2640;32.0802;
2650;31.8296;
2660;30.0752;
2670;31.8296;
2680;31.5789;
2690;32.3308;
2700;32.0802;
2710;31.5789;
2720;32.0802;
2730;32.0802;
2740;31.5789;
2750;31.3283;
2760;31.0777;
2770;31.8296;
2780;31.3283;
2790;31.8296;
2800;32.0802;
2810;31.3283;
2820;31.3283;
2830;31.5789;
2840;30.5764;
2850;31.3283;
2860;31.3283;
2870;31.5789;
2880;32.8321;
2890;31.3283;
2900;31.3283;
2910;32.0802;
2920;31.8296;
2930;32.8321;
2940;30.5764;
2950;31.3283;
2960;32.3308;
2970;31.0777;
2980;31.3283;
2990;32.0802;
3000;31.5789;
3010;32.3308;
3020;30.5764;
3030;30.5764;
3040;31.8296;
3050;30.5764;
3060;30.5764;
3070;32.0802;
3080;32.5815;
3090;31.5789;
3100;31.5789;
3110;30.3258;
3120;32.3308;
3130;31.5789;
3140;31.5789;
3150;32.0802;
3160;32.3308;
3170;32.3308;
3180;32.5815;
3190;32.5815;
3200;31.3283;
3210;32.5815;
3220;31.0777;
3230;31.8296;
3240;31.5789;
3250;32.3308;
3260;33.0827;
3270;31.0777;
3280;31.8296;
3290;31.5789;
3300;32.3308;
3310;32.0802;
3320;31.5789;
3330;32.3308;
3340;32.3308;
3350;32.0802;
3360;31.8296;
3370;33.0827;
3380;31.8296;
3390;32.5815;
3400;32.0802;
3410;32.8321;
3420;32.8321;
3430;32.0802;
3440;31.5789;
3450;32.5815;
